مسار الملف,القسم,نوع العمل,الحالة,المرحلة,النطاق/الملاحظة,مجلد التقرير
rathena-master/npc/quests/skills/wizard_skills.txt,المهام,مراجعة حوارية عميقة,مكتمل,112,مراجعة كاملة لمهمة مفجر الرؤية لدى مياو وتدريب نظرية الدفع لدى سايمون مايايس، مع حذف سطر زائد وتوحيد المهارة والعناصر والشخصيات ومزامنة سجل المهام.,المرحلة_112
rathena-master/npc/quests/thana_quest.txt,المهام,مراجعة حوارية عميقة,مكتمل,113,مراجعة كاملة لمهمة برج ثاناتوس، بما يشمل عقد ديتزه وبورليد وقصة فارمونت ومفاتيح البرج وأحجار التعويذة والأختام واستدعاء ذكرى ثاناتوس، مع مزامنة سجل المهام وقاعدة العناصر والحفاظ على المنطق.,المرحلة_113
rathena-master/npc/quests/the_sign_quest.txt,المهام,مراجعة حوارية عميقة,مكتمل,114,مراجعة كاملة لمهمة العلامة بأجزائها الثلاثة، والاختبارات الستة، وترميم ضوء النجوم الناحب، وقصة سيرين وكيركينا وأنغربودا، وأختام غيفينيا وفتح البوابة، مع إصلاح مقطع كيركينا البنيوي ومزامنة سجل المهام وقاعدة العناصر.,المرحلة_114
rathena-master/npc/airports/airships.txt,المطارات,مراجعة حوارية عميقة,مكتمل,115,مراجعة كاملة لنظام المناطيد المحلي والدولي، وإعلانات الوصول والمغادرة، وطاقم المنطاد والطيارين ومتجري التفاح وألعاب الكتابة والنرد وركاب أومبالا، مع استعادة سطر شرمليم المفقود والحفاظ على منطق الرحلات والأسماء الداخلية.,المرحلة_115
rathena-master/npc/airports/einbroch.txt,المطارات,مراجعة حوارية عميقة,مكتمل,116,"مراجعة كاملة لموظفي مطار إينبروخ وموظفي الوصول وطاقم المنطاد، مع توحيد إينبروخ ولايت هالزن ورسوم الركوب والتذكرة المجانية، ومزامنة اسم المدينة في airships.txt، والحفاظ على المعرف 7311 وقيمة 1,200 زيني ونقاط النقل والأسماء الداخلية.",المرحلة_116
rathena-master/npc/airports/hugel.txt,المطارات,مراجعة حوارية عميقة,مكتمل,117,"مراجعة كاملة لبوابة منطاد هويغل، مع توحيد تذكرة مجانية للمنطاد ورسوم الركوب وصياغة الاعتذار والختام، والحفاظ على الاسم الداخلي toairplane#hugel والمعرف 7311 وقيمة 1,200 زيني ونقطة النقل airplane 244,58.",المرحلة_117
rathena-master/npc/airports/izlude.txt,المطارات,مراجعة حوارية عميقة,مكتمل,118,"مراجعة كاملة لموظف منطاد إزلود، مع توحيد المسار الدولي إلى يونو وراشيل ورسوم ركوب المنطاد والتذكرة المجانية ورسالة عدم كفاية الرسوم والختام، والحفاظ على الاسم الداخلي Airship_Staff_izlude والمعرف 7311 وقيمة 1,200 زيني ونقطة النقل airplane_01 244,58.",المرحلة_118
rathena-master/npc/airports/lighthalzen.txt,المطارات,مراجعة حوارية عميقة,مكتمل,119,"مراجعة كاملة لموظفي مطار لايت هالزن وموظفي الوصول، مع توحيد لايت هالزن وإينبروخ والمسار المحلي ورسوم ركوب المنطاد والتذكرة المجانية وإرشادات المحطة، والحفاظ على الأسماء الداخلية والمعرف 7311 وقيمة 1,200 زيني ونقطتي النقل.",المرحلة_119
rathena-master/npc/airports/rachel.txt,المطارات,مراجعة حوارية عميقة,مكتمل,120,"مراجعة كاملة لبوابة منطاد راشيل، مع توحيد رسوم ركوب المنطاد والتذكرة المجانية وسؤال الركوب ورسالة عدم كفاية الرسوم والختام، والحفاظ على الاسم الداخلي toairplane#rachel والمعرف 7311 وقيمة 1,200 زيني ونقطة النقل airplane_01 245,60.",المرحلة_120
rathena-master/npc/airports/yuno.txt,المطارات,مراجعة حوارية عميقة,مكتمل,121,مراجعة كاملة لمطار يونو، والمسارين المحلي والدولي، وموظفي الوصول والصعود وطاقم المنطاد، مع استعادة سطر حوار مفقود وتوحيد إينبروخ ولايت هالزن ورسوم الركوب والتذكرة المجانية وأسماء الدول، والحفاظ على جميع الأسماء الداخلية والمعرفات ونقاط النقل.,المرحلة_121
rathena-master/npc/battleground/bg_common.txt,ساحات القتال,مراجعة حوارية عميقة,مكتمل,122,مراجعة كاملة للشخصيات والخدمات المشتركة لساحات قتال مارول، بما يشمل الأمير كروا والجنرال غيوم والناقل والمجندين وكافرا وعامل الإصلاح وإدارة GM ومتجر إيرونديك ورسائل مكافآت الشارات، مع توحيد شارة الشجاعة وشارة البسالة والوظائف والحفاظ على جميع الأسماء الداخلية والمعرفات والكميات ومنطق المكافآت.,المرحلة_122
rathena-master/npc/battleground/flavius/flavius01.txt,ساحات القتال,مراجعة حوارية عميقة,مكتمل,123,مراجعة كاملة لساحة فلافيوس الأولى، بما يشمل غرف الانتظار والكريستالات والحراس ومعالجي المعركة والجولات وإعلانات مارولو السابع وحوارات أكسل روز وسواندري وإدارة GM، مع مزامنة الحوارات المشتركة في flavius02.txt والحفاظ على منطق المعركة والأسماء الداخلية والمعرفات والمكافآت.,المرحلة_123
rathena-master/npc/battleground/flavius/flavius02.txt,ساحات القتال,مراجعة حوارية عميقة,مكتمل,124,مراجعة كاملة لساحة فلافيوس الثانية بعد مزامنة الحوارات المشتركة في المرحلة السابقة، مع توحيد أسماء نقاط العودة وبدء فلافيوس والأهداف والحارسين والخليتين والمؤقت وغيوم وكروا فينتينار والعد التنازلي وأداة إخراج اللاعبين، والحفاظ على جميع الأسماء الداخلية والمعرفات والمؤقتات ومنطق المعركة والمكافآت.,المرحلة_124
rathena-master/npc/battleground/flavius/flavius_enter.txt,ساحات القتال,مراجعة حوارية عميقة,مكتمل,125,مراجعة كاملة لضباط وفارسي دخول فلافيوس في الساحتين، بما يشمل شروط الوزن والمستوى ومؤقت العودة وحالة المعركة وشرح الكريستالات والحواجز والحراس وواجهة التسجيل، مع مزامنة الحوارات المشتركة في tierra_enter.txt والحفاظ على جميع الأسماء الداخلية والمعرفات والشروط ونقاط النقل.,المرحلة_125
rathena-master/npc/battleground/kvm/kvm01.txt,ساحات القتال,مراجعة حوارية عميقة,مكتمل,126,مراجعة كاملة لساحة KVM للمستويات 80–99، بما يشمل غرف الانتظار وإعلانات أعداد المقاتلين والعد التنازلي وبدء المعركة ونهايتها والفوز والتعادل واستلام نقاط KVM وحوار ضابط المكافآت، مع مزامنة النصوص المشتركة في kvm02.txt وkvm03.txt والحفاظ على جميع الأسماء الداخلية والمعرفات والمؤقتات ونقاط النقل ومنطق النقاط.,المرحلة_126
rathena-master/npc/battleground/kvm/kvm02.txt,ساحات القتال,مراجعة حوارية عميقة,مكتمل,127,مراجعة مستقلة كاملة لساحة KVM للمستويات 1–59 بعد مزامنة نصوصها في المرحلة السابقة. تم التحقق من غرف الانتظار وإعلانات أعداد المقاتلين والعد التنازلي وبدء المعركة ونهايتها والتعادل والفوز واستلام نقاط KVM، ولم تتطلب الصياغة النهائية أي تعديل إضافي. حُفظت جميع الأسماء الداخلية والمعرفات والمؤقتات ونقاط النقل وقيم النقاط 1/0.,المرحلة_127
rathena-master/npc/battleground/kvm/kvm03.txt,ساحات القتال,مراجعة حوارية عميقة,مكتمل,128,مراجعة مستقلة كاملة لساحة KVM للمستويات 60–80 بعد مزامنة نصوصها في المرحلة 126. تم التحقق من غرف الانتظار وإعلانات أعداد المقاتلين والعد التنازلي وبدء المعركة ونهايتها والتعادل والفوز واستلام نقاط KVM، ولم تتطلب الصياغة النهائية أي تعديل إضافي. حُفظت جميع الأسماء الداخلية والمعرفات والمؤقتات ونقاط النقل وقيم النقاط 2/1.,المرحلة_128
rathena-master/npc/battleground/kvm/kvm_enter.txt,ساحات القتال,مراجعة حوارية عميقة,مكتمل,129,مراجعة كاملة لضابطي مرتزقة غيوم وكروا وفارسيهما في مدخل KVM، بما يشمل مؤقت التسجيل وتوزيع اللاعبين على فئات المستوى وشرح كرايغر فون ميدغارد والعالم الجديد والتسجيل الجماعي والفردي وواجهة المعركة ورصيد نقاط KVM، مع توحيد اسم ضابط لوجستيات KVM والحفاظ على جميع الأسماء الداخلية والمعرفات ونقاط النقل.,المرحلة_129
rathena-master/npc/battleground/kvm/kvm_item_pay.txt,ساحات القتال,مراجعة حوارية عميقة,مكتمل,130,مراجعة كاملة لضابط لوجستيات KVM ومتجر المكافآت، بما يشمل تحويل شارة KVM القديمة والكتالوج وفئات الأسلحة والدروع والإكسسوارات والأسعار ورسائل الشراء والرصيد. تمت مزامنة أسماء العناصر في كتاب الكتالوج 11017 مع itemInfo.lua، وتصحيح عرض فئتي المعدات الشائعة والإنتاج الضخم بحسب معرفات العناصر الفعلية، مع الحفاظ على المعرفات والأسعار ومنطق الشراء.,المرحلة_130
rathena-master/npc/battleground/tierra/tierra01.txt,ساحات القتال,مراجعة حوارية عميقة,مكتمل,131,مراجعة كاملة لساحة وادي تييرا الأولى، بما يشمل مستودعي المؤن والحواجز والراية المحايدة والحراس والحدادين ومعالجي المعركة وإعلانات أكسل روز وسواندري ومارولو السابع وأداة GM، مع مزامنة النصوص المشتركة في tierra02.txt والحفاظ على جميع الأسماء الداخلية والمعرفات والمؤقتات ونقاط النقل ومنطق المكافآت.,المرحلة_131
rathena-master/npc/battleground/tierra/tierra02.txt,ساحات القتال,مراجعة حوارية عميقة,مكتمل,132,مراجعة مستقلة كاملة لساحة وادي تييرا الثانية بعد مزامنة نصوصها في المرحلة 131. تم التحقق من مستودعي المؤن والحواجز والراية المحايدة والحراس والحدادين ومعالجي المعركة وإعلانات أكسل روز وسواندري ومارولو السابع وأداة GM، ولم تتطلب الصياغة النهائية أي تعديل إضافي. حُفظت جميع الأسماء الداخلية والمعرفات والمؤقتات ونقاط النقل ومنطق المكافآت.,المرحلة_132
rathena-master/npc/battleground/tierra/tierra_enter.txt,ساحات القتال,مراجعة حوارية عميقة,مكتمل,133,مراجعة كاملة لضباط وفارسي دخول وادي تييرا في الساحتين، بما يشمل شروط الوزن والمستوى وفترة الانتظار وحالة المعركة وشرح مستودعات المؤن والحواجز وراية الحياد ونقطة العودة وواجهة التسجيل. تم توحيد مصطلحات معالج المعركة وسجل المهام ومسؤول التجنيد مع الملفات المكتملة، مع الحفاظ على جميع الأسماء الداخلية والمعرفات والشروط ونقاط النقل.,المرحلة_133
rathena-master/npc/guild/agit_controller.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,134,مراجعة كاملة لمتحكم البدء الآلي لحرب الإمبريوم الأولى، بما يشمل أوقات البدء والانتهاء وفحوص أيام الأسبوع وحالة الحرب واستدعاء عرض مالكي القلاع العشرين. صُححت رسالتا الملكية لتعبّرا عن حالة السيطرة عند بدء الحرب وانتهائها بدلا من الإيحاء بوقوع احتلال جديد، مع الحفاظ على جميع الأحداث والأوقات والخرائط والدوال والمنطق.,المرحلة_134
rathena-master/npc/guild/agit_main.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,135,مراجعة كاملة لملف إدارة قلاع حرب الإمبريوم الأولى، تشمل كسر الإمبريوم، الوحوش والحراس، خدمات كافرا، تقرير القلعة، الاستثمار التجاري والدفاعي، استدعاء الحراس، تعيين موظفة كافرا، غرفة السيد، مدخل دهاليز النقابة، توليد الحراس وصناديق الكنوز. صُححت الصياغات الآلية والأخطاء النحوية وجنس المتحدث، ووُحدت مصطلحات فارس الحراسة وبحث الحراس وعقد كافرا والإمبريوم، مع الحفاظ على جميع الأحداث والأسماء الداخلية والمعرفات والأسعار والإحداثيات والمنطق.,المرحلة_135
rathena-master/npc/guild/aldeg_cas01.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,136,مراجعة كاملة لملف قلعة نويشفانشتاين في ألديباران، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، رايات النقابة الداخلية والخارجية، موظفة كافرا، المشرف ألفريدو، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة المرتبط، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_136
rathena-master/npc/guild/aldeg_cas02.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,137,مراجعة كاملة لقلعة هوهنشفانغاو في ألديباران، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف تشينتشينلي، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا واسم القلعة في ملفات الخريطة والملاحة مع الاسم المعتمد في إعداد حرب الإمبريوم وNavi_Data، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_137
rathena-master/npc/guild/aldeg_cas03.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,138,مراجعة كاملة لقلعة نورمبرغ في ألديباران، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف ناهزارف، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت الصياغة وخيارات القوائم، ووُحد جنس موظفة كافرا واسم القلعة في أسماء العرض وإعداد حرب الإمبريوم وملفات الخريطة والملاحة مع الاسم المعتمد في Navi_Data، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_138
rathena-master/npc/guild/aldeg_cas04.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,139,مراجعة كاملة لقلعة فورتسبورغ في ألديباران، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف بريمهينسن، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق. ثبت أن اسم فورتسبورغ متسق مسبقا في ملفات العميل المرتبطة.,المرحلة_139
rathena-master/npc/guild/aldeg_cas05.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,140,مراجعة كاملة لقلعة روتنبورغ في ألديباران، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف إسماريك، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق. ثبت أن اسم روتنبورغ متسق مسبقا في ملفات العميل المرتبطة.,المرحلة_140
rathena-master/npc/guild/gefg_cas01.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,141,مراجعة كاملة لقلعة ريفيريون في غيفن، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف غناشر، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق. ثبت أن اسم ريفيريون متسق مسبقا في ملفات العميل المرتبطة.,المرحلة_141
rathena-master/npc/guild/gefg_cas02.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,142,مراجعة كاملة لقلعة إيوربريغار في غيفن، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف إسماريك، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، كما وُحد اسم القلعة في إعداد حرب الإمبريوم مع الاسم المعتمد في ملف NPC وملفات الخريطة والملاحة وNavi_Data، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_142
rathena-master/npc/guild/gefg_cas03.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,143,مراجعة كاملة لقلعة يسنلف في غيفن، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف جيانغ، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، كما وُحد اسم القلعة في ملفات الخريطة والملاحة مع الاسم المعتمد في ملف NPC وإعداد حرب الإمبريوم وNavi_Data، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_143
rathena-master/npc/guild/gefg_cas04.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,144,مراجعة كاملة لقلعة بيرغل في غيفن، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف كيلفاني، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق. ثبت أن اسم بيرغل متسق مسبقا في ملفات العميل المرتبطة.,المرحلة_144
rathena-master/npc/guild/gefg_cas05.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,145,مراجعة كاملة لقلعة ميرسيتزدايتز في غيفن، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف بيوهري، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق. ثبت أن اسم ميرسيتزدايتز متسق مسبقا في ملفات العميل المرتبطة.,المرحلة_145
rathena-master/npc/guild/payg_cas01.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,146,مراجعة كاملة لقلعة البستان المشرق في بايون، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف كورونادي، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، كما وُحد اسم القلعة في ملفات الخريطة والملاحة مع الاسم المعتمد في ملف NPC وإعداد حرب الإمبريوم، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_146
rathena-master/npc/guild/payg_cas02.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,147,مراجعة كاملة لقلعة القصر القرمزي في بايون، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف شيريوس، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، كما وُحد اسم القلعة في ملفات الخريطة والملاحة مع الاسم المعتمد في ملف NPC وإعداد حرب الإمبريوم، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_147
rathena-master/npc/guild/payg_cas03.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,148,مراجعة كاملة لقلعة الظل المقدس في بايون، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف غيريوت، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، كما وُحد اسم القلعة في ملفات الخريطة والملاحة مع الاسم المعتمد في ملف NPC وإعداد حرب الإمبريوم، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_148
rathena-master/npc/guild/payg_cas04.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,149,مراجعة كاملة لقلعة المذبح المقدس في بايون، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف دي جي، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، كما وُحد اسم القلعة في ملفات الخريطة والملاحة مع الاسم المعتمد في ملف NPC وإعداد حرب الإمبريوم، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_149
rathena-master/npc/guild/payg_cas05.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,150,مراجعة كاملة لقلعة تل بستان الخيزران في بايون، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف ناهزارف، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، كما وُحد اسم القلعة في ملفات الخريطة والملاحة مع الاسم المعتمد في ملف NPC وإعداد حرب الإمبريوم، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_150
rathena-master/npc/guild/prtg_cas01.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,151,مراجعة كاملة لقلعة كريمهيلد في برونتيرا، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف أفراي، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، كما وُحد اسم القلعة في ملفات الخريطة والملاحة مع الاسم المعتمد في ملف NPC وإعداد حرب الإمبريوم، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_151
rathena-master/npc/guild/prtg_cas02.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,152,مراجعة كاملة لقلعة سوانهيلد في برونتيرا، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف روي، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، كما وُحد اسم القلعة في ملفات الخريطة والملاحة مع الاسم المعتمد في ملف NPC وإعداد حرب الإمبريوم، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_152
rathena-master/npc/guild/prtg_cas03.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,153,مراجعة كاملة لقلعة فادغريد في برونتيرا، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف ستيك، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، كما وُحد اسم القلعة في ملفات الخريطة والملاحة مع الاسم المعتمد في ملف NPC وإعداد حرب الإمبريوم، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_153
rathena-master/npc/guild/prtg_cas04.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,154,مراجعة كاملة لقلعة سكويغول في برونتيرا، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف فان دريث، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، كما وُحد اسم القلعة في ملفات الخريطة والملاحة مع الاسم المعتمد في ملف NPC وإعداد حرب الإمبريوم، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_154
rathena-master/npc/guild/prtg_cas05.txt,حرب الإمبريوم,مراجعة حوارية عميقة,مكتمل,155,مراجعة كاملة لقلعة غوندول في برونتيرا، تشمل مرسوم المملكة عند غياب المالك وعند سيطرة نقابة، العودة إلى القلعة، الرايات الداخلية والخارجية، موظفة كافرا، المشرف راينور، رافعة الخروج، دهليز النقابة والكنوز والحراس. صُححت صياغة الملكية والعودة والاعتراض وخيارات القوائم، ووُحد جنس موظفة كافرا مع ملف الملاحة، كما وُحد اسم القلعة في ملفات الخريطة والملاحة مع الاسم المعتمد في ملف NPC وإعداد حرب الإمبريوم، مع الحفاظ على جميع الأسماء الفريدة بعد :: والأحداث والخرائط والإحداثيات والمعرفات والمنطق.,المرحلة_155
rathena-master/npc/guild/trs_rp.txt,حرب الإمبريوم,مراجعة تقنية وبنيوية عميقة,مكتمل,156,مراجعة كاملة لسكربت حماية غرف الكنوز. الملف تقني بالكامل ولا يحتوي على حوار أو أسماء عرض للاعب. ثبت تطابق النسختين العربية والإنجليزية والنسخة الرسمية ثنائيا، وحُفظ منطق حصر الدخول بقائد النقابة، وأوامر getcastledata وis_guild_leader وcompare وwarp، وجميع حواجز duplicate() العشرين والخرائط والإحداثيات والأسماء الداخلية دون تغيير. لم تكن هناك حاجة إلى أي تعديل.,المرحلة_156
rathena-master/npc/guild2/agit_main_se.txt,حرب الإمبريوم الثانية,مراجعة حوارية وتقنية عميقة,مكتمل,157,مراجعة كاملة للقالب المركزي لحرب الإمبريوم الثانية، وتشمل إدارة القلعة والاستثمارات وتعيين موظفة كافرا، الحراس وأحجار الحراسة وبوابات القلعة وإرشادات الإصلاح والإعلانات وأعلام الربط والعودة وغرفة الكنوز ودهليز النقابة. وُحدت مصطلحات القلعة والمشرف والإمبريوم وفالفريا ونيدهوغر، وصُححت ترجمة نجاح الاستثمار الدفاعي، مع الحفاظ على جميع الأسماء الداخلية بعد :: والأحداث والمتغيرات والمواد والكميات والمعرفات والإحداثيات والشروط والمنطق.,المرحلة_157
